# x |x| K_N count nontrivial_mass_2^-64 min_program kt depth0 open_progs speed_nontrivial_lo_2^-128 speed_nontrivial_hi_2^-128 honest_nontrivial_lo_2^-128 honest_nontrivial_hi_2^-128 kt_program
0000000101100011010 19 19 106557 23759356428288 0000000100010110001101010 19 0 0 366188929357884761721246499857289 366188929357884761721246499912207 21528498451173168901343515375600 21528498451173168901343515482157 0000000100010110001101010
0001100001110000010 19 19 103606 23734660366336 0001000110000111000001010 19 0 0 365112685946062237241154222009854 365112685946062237241154222063789 21499843836732998532668495420771 21499843836732998532668495524372 0001000110000111000001010
00000000011111011110 20 20 82230 23692197232640 00000000010001101011110 20 0 0 347891654912260080131712192021720 347891654912260080131712192068540 20356124905539201760239711322400 20356124905539201760239711404630 00000000010001101011110
0000010110001100010 19 19 103292 23662644166656 0000010001011000110001010 19 0 0 361798817212017416833074710439910 361798817212017416833074710494129 21422085363367369278972197850282 21422085363367369278972197953527 0000010001011000110001010
0000011100001100010 19 19 108050 23648383533056 0000010001100001100010110 19 0 0 364470773327784581083976921418722 364470773327784581083976921470874 21428196876380114882022991781060 21428196876380114882022991889110 0000010001100001100010110
0001100001110001110 19 19 83486 23286289268736 000110000100011000110110 19 0 0 354820037016950450359007952240242 354820037016950450359007952289047 21059908256703194918056301435500 21059908256703194918056301518975 000110000100011000110110
0000011100000011010 19 19 102234 23153036230656 0000010001100000011010110 19 0 0 360016013241381367368661783110257 360016013241381367368661783159195 21000263949184082955258836925433 21000263949184082955258837027667 0000010001100000011010110
0000000101101000110 19 19 101832 23126956048384 0000000100010110100011010 19 0 0 358066042798437574297244536500222 358066042798437574297244536551787 20963422590919655702257350839895 20963422590919655702257350941727 0000000100010110100011010
0000010111000001010 19 19 102762 22912241238016 0000010010010111000001010 19 0 0 354513945346010366837800269453209 354513945346010366837800269504735 20769939225588093146129203610720 20769939225588093146129203713477 0000010010010111000001010
0000011001110000010 19 19 102600 22906033668096 0000010010011001110000010 19 0 0 354505598702593964218900323512347 354505598702593964218900323563670 20765770065926439429764038747876 20765770065926439429764038850475 0000010010011001110000010
0000000111000011010 19 19 101530 22831467331584 0000000100011000011010110 19 0 0 355192199797553144549404575140955 355192199797553144549404575188432 20708195711815615376604350102947 20708195711815615376604350204477 0000000100011000011010110
0000000101110001010 19 19 103959 22768863150080 0000000100100101110001010 19 0 0 352290597937433860861954375214814 352290597937433860861954375264838 20638971850576763814283828279173 20638971850576763814283828383127 0000000100100101110001010
0001010110001101010 19 19 86305 22765398654976 0001000101011000110101010 19 0 0 349104803655520778968741912567615 349104803655520778968741912623116 20600017285567432095851178046524 20600017285567432095851178132812 0001000101011000110101010
0000000110011100010 19 19 103561 22752689913856 0000000100100110011100010 19 0 0 352247253499389852919222552645117 352247253499389852919222552694731 20627312013077824267610218888840 20627312013077824267610218992400 0000000100100110011100010
0000010110001000110 19 19 99423 22742304817152 0000010001011000100011010 19 0 0 349446341066149576690087714719470 349446341066149576690087714769715 20598513639979420453304024136984 20598513639979420453304024236403 0000010001011000100011010
0001100110011000110 19 19 85673 22673249796096 0001000110011001100011010 19 0 0 348834554102071458420339056431571 348834554102071458420339056486362 20532596898095368202964652434857 20532596898095368202964652520526 0001000110011001100011010
0001011001100011010 19 19 85520 22664055881728 0001000101100110001101010 19 0 0 348773527878656029972138019779477 348773527878656029972138019834252 20524388079787325688014013149337 20524388079787325688014013234834 0001000101100110001101010
0001100101100011010 19 19 85374 22654828412928 0001000110010110001101010 19 0 0 348766379601703305945313619464739 348766379601703305945313619519408 20518850415816112415938648572262 20518850415816112415938648657634 0001000110010110001101010
0000011100001111010 19 19 76018 22594438823936 000001000110000111010110 19 0 0 331854531869908733419147435631711 331854531869908733419147435670738 20353601645294798385329705726849 20353601645294798385329705802867 000001000110000111010110
0000011000000011110 19 19 91481 22412506693632 0000010001100000001111010 19 0 0 345814982306135722633830817720771 345814982306135722633830817768417 20307209209152998781705828962645 20307209209152998781705829054125 0000010001100000001111010
0001011000110000010 19 19 89521 22391359012864 0001000101100011000001010 19 0 0 344175219217719415933909350946872 344175219217719415933909350995577 20281737532940417959526130437759 20281737532940417959526130527259 0001000101100011000001010
0000000111100000110 19 19 95420 22365555654656 0000000100011000001101110 19 0 0 343319757504689177912550209398834 343319757504689177912550209444236 20251857675599070337271375750600 20251857675599070337271375846020 0000000100011000001101110
0001100000011100010 19 19 95600 22254750531584 0001000110000001110001010 19 0 0 344917804037903859264481387813652 344917804037903859264481387860065 20177856898165312200281295720540 20177856898165312200281295816140 0001000110000001110001010
0000010110100000110 19 19 92444 22253550960640 0000010001011010000011010 19 0 0 345243514719237874613960298707948 345243514719237874613960298753945 20176629988449847161946070222652 20176629988449847161946070315096 0000010001011010000011010
0001100000000110110 19 19 90402 22242620604416 010001100011000000110110 19 0 0 330325948127133840921855759688046 330325948127133840921855759731959 20044583492787513968856160286679 20044583492787513968856160377050 0001000110000000011011010
00000101101100110110 20 20 64151 22181962579968 000001000110100110110 20 0 0 332413941863248618831609514078105 332413941863248618831609514110869 19062115616328357158303864979499 19062115616328357158303865043650 000001000110100110110
00000101110100111010 20 20 64130 22181316657152 000001000110100111010 20 0 0 332411273904980420824048474419016 332411273904980420824048474451768 19061633809972304933387860858161 19061633809972304933387860922291 000001000110100111010
0000010110000011010 19 19 94575 22123032608768 0000010001011000001101010 19 0 0 340956665866053298647806964231286 340956665866053298647806964278065 20014907946933281839514952375854 20014907946933281839514952470412 0000010001011000001101010
0000011000011000110 19 19 95985 22100240760832 0000010001100001100011010 19 0 0 341764811974662386259983706041922 341764811974662386259983706088344 20019183604811036380561452537974 20019183604811036380561452633908 0000010001100001100011010
0001100101101000110 19 19 81425 22058733928448 0001000110010110100011010 19 0 0 341001845617899083589514947999484 341001845617899083589514948051160 19986903338308529146793188451679 19986903338308529146793188533102 0001000110010110100011010
0001010110100011010 19 19 81421 22054967443456 0001000101011010001101010 19 0 0 340975588212001983063800902735689 340975588212001983063800902787425 19983615313473160204855114837000 19983615313473160204855114918419 0001000101011010001101010
0000000110000111010 19 19 94647 21982699585536 0000000100011000011101010 19 0 0 336974383132893466499965828865157 336974383132893466499965828908856 19900558983621555836579965245018 19900558983621555836579965339665 0000000100011000011101010
0000010110000010110 19 19 98240 21916169535488 0000010010010110000010110 19 0 0 340678848190180200566173394637586 340678848190180200566173394685659 19876986026275699004812052515624 19876986026275699004812052613862 0000010010010110000010110
0000011100110000010 19 19 98168 21914407927808 0000010010011100110000010 19 0 0 340672801570697350992689686546788 340672801570697350992689686594797 19875667088175133243569537052973 19875667088175133243569537151141 0000010010011100110000010
0000011001100000110 19 19 93053 21899719475200 0000010001100110000011010 19 0 0 340420006556228207906914008297026 340420006556228207906914008342381 19859801487073367536309486609975 19859801487073367536309486703015 0000010001100110000011010
0000000111001100010 19 19 98894 21768269987840 0000000100100111001100010 19 0 0 338369854739405592846998494184893 338369854739405592846998494231021 19741635300359158430011487069501 19741635300359158430011487168394 0000000100100111001100010
0000000101100010110 19 19 98712 21736871428096 0000000100100101100010110 19 0 0 338201439474294538895742514072679 338201439474294538895742514118749 19715917244348142598520839495468 19715917244348142598520839594178 0000000100100101100010110
0001010110101000110 19 19 77653 21668596547584 0001000101011010100011010 19 0 0 336354493435379710523965110631522 336354493435379710523965110680523 19640768307994091290329549140136 19640768307994091290329549217788 0001000101011010100011010
0001011001101000110 19 19 77543 21663789875200 0001000101100110100011010 19 0 0 336324888470007672735089753835605 336324888470007672735089753884470 19636536392518963290772221013595 19636536392518963290772221091137 0001000101100110100011010
0001100000011000110 19 19 90468 21579727634432 0001000110000001100011010 19 0 0 334662880702422736379915860249794 334662880702422736379915860294444 19557237485461049717000980621228 19557237485461049717000980711684 0001000110000001100011010
0001011000001000110 19 19 87205 21567857754112 0001000101100000100011010 19 0 0 332920962359518975960645144991423 332920962359518975960645145037905 19543952742003712924730364753911 19543952742003712924730364841115 0001000101100000100011010
0001011010000000110 19 19 84631 21558714171392 0001000101101000000011010 19 0 0 333339951566594874319785558333770 333339951566594874319785558376890 19537795624890053096673449429094 19537795624890053096673449513725 0001000101101000000011010
0001100110000000110 19 19 86940 21432952160256 0001000110011000000011010 19 0 0 330534617266588766940553250961775 330534617266588766940553251005841 19416941833133185706654779564424 19416941833133185706654779651364 0001000110011000000011010
0001011000000011010 19 19 86609 21389650165760 0001000101100000001101010 19 0 0 330337108758131584038228548533812 330337108758131584038228548577687 19382517313576634869705280620719 19382517313576634869705280707328 0001000101100000001101010
0001100110000111010 19 19 73980 21379273457664 0001000110011000011101010 19 0 0 312281573845878281015576655059220 312281573845878281015576655101228 19222397808216198476422853625625 19222397808216198476422853699605 0001000110011000011101010
0000010111000111010 19 19 76435 21276714336256 000001010001100011011010 19 0 0 327191041692555655268194938129413 327191041692555655268194938171144 19262264295786486653528207076061 19262264295786486653528207152480 000001010001100011011010
0000011001110001110 19 19 75608 21203674726400 000001100100011000110110 19 0 0 327012606000097984130543745994820 327012606000097984130543746035772 19212130519942871532130601980729 19212130519942871532130602056337 000001100100011000110110
00000001011010011010 20 20 97920 21182082449408 0000000100011010011010 20 0 0 311403954609950583610370327026833 311403954609950583610370327079750 18179136589603274866198159424215 18179136589603274866198159522126 0000000100011010011010
0000000110000110110 19 19 90535 21030441582592 0000000100011000011011010 19 0 0 329772317036441844828428794265818 329772317036441844828428794307305 19089082547998143024538445744354 19089082547998143024538445834889 0000000100011000011011010
0000000001110011010 19 19 90711 21021792927744 0000000001001001110011010 19 0 0 329674158110182973389111340068276 329674158110182973389111340110078 19081010959300203953789155661204 19081010959300203953789155751915 0000000001001001110011010
0000010110110000010 19 19 90952 20994479620096 0000010001100000100110110 19 0 0 327954522773391006457131940461343 327954522773391006457131940505246 19050628408188416494990853602297 19050628408188416494990853693249 0000010001100000100110110
0000010111010000010 19 19 90922 20994169241600 0000010001100000100111010 19 0 0 327952717056838434365624580162947 327952717056838434365624580206829 19050363426271603068419399273382 19050363426271603068419399364302 0000010001100000100111010
0000000101110100010 19 19 92637 20971637440512 0000000100011000100111010 19 0 0 327480563035927293865771372599044 327480563035927293865771372642337 19027454036960562570496377166595 19027454036960562570496377259230 0000000100011000100111010
0000000110000011110 19 19 84379 20964641341440 0000000100100110000011110 19 0 0 327538730801493684544067766014703 327538730801493684544067766056337 19024331985622755256560499304305 19024331985622755256560499388684 0000000100100110000011110
0000000001011010110 19 19 90166 20962711961600 0000000001001001011010110 19 0 0 329361093982142888143784594846191 329361093982142888143784594887754 19032719503181007505673661229344 19032719503181007505673661319510 0000000001001001011010110
0000000101101100010 19 19 92467 20940406652928 0000000100011000100110110 19 0 0 327351769375351999109016465797040 327351769375351999109016465840157 19003012679594334709023265239525 19003012679594334709023265331990 0000000100011000100110110
0001011000100000110 19 19 80525 20926448009216 0001000101100010000011010 19 0 0 322879614084721315064270770079063 322879614084721315064270770119634 18961469949238613550997087567294 18961469949238613550997087647819 0001000101100010000011010
0001011000001100010 19 19 80181 20845883817984 0001000101100000110001010 19 0 0 322250180509371688899848068425734 322250180509371688899848068466208 18892320956325291172055031485434 18892320956325291172055031565615 0001000101100000110001010
0001100001100000110 19 19 84668 20783027978240 0001000110000110000011010 19 0 0 324762196760847639577011990382398 324762196760847639577011990422829 18856468126465657867777720278008 18856468126465657867777720362675 0001000110000110000011010
0001011000110011010 19 19 73421 20645589024768 0001000101100011001101010 19 0 0 320835516511817079797778626960646 320835516511817079797778627005522 18717216948264995408233659610984 18717216948264995408233659684403 0001000101100011001101010
0001011010011000110 19 19 73388 20644683055104 0001000101101001100011010 19 0 0 320832604537507026347025456510037 320832604537507026347025456554882 18716547669501370393340300049920 18716547669501370393340300123307 0001000101101001100011010
0000000001100011110 19 19 83155 20612403691520 0000000001001001100011110 19 0 0 322687446242311537376637222309462 322687446242311537376637222349164 18708676523806583664516650018192 18708676523806583664516650101347 0000000001001001100011110
0000011000000111010 19 19 88002 20610063269888 0000010001100000011101010 19 0 0 322040129163937152492727691624976 322040129163937152492727691664848 18693420390459088986414105012496 18693420390459088986414105100493 0000010001100000011101010
0000011100000001110 19 19 81055 20275064209408 0000010001100000001110110 19 0 0 317408464938256062260741604311062 317408464938256062260741604349119 18400759972826432629608395075759 18400759972826432629608395156814 0000010001100000001110110
0000000000011111010 19 19 81696 20219162525696 0000000000010010011111010 19 0 0 316916069244628921218165813559607 316916069244628921218165813597907 18352061061501277812977645140710 18352061061501277812977645222406 0000000000010010011111010
0000000000011011110 19 19 81550 20215345709056 0000000000010010011011110 19 0 0 316942556625173086352650239332880 316942556625173086352650239370698 18350323538528042609005503911635 18350323538528042609005503993185 0000000000010010011011110
0001100000000011110 19 19 75650 20189945004032 0001000110000000001111010 19 0 0 315734867768687989334276195018195 315734867768687989334276195055510 18322416389713781864410435212239 18322416389713781864410435287889 0001000110000000001111010
0001100000000111010 19 19 83249 20132231380992 0001000110000000011101010 19 0 0 315120600648092360700954910295963 315120600648092360700954910334716 18264054096326276196622957207507 18264054096326276196622957290756 0001000110000000011101010
0000011100001110110 19 19 68407 20097938751488 000001110000100011010110 19 0 0 314347499580055426091705798218042 314347499580055426091705798254139 18236418311121076412848757691057 18236418311121076412848757759464 000001110000100011010110
0000000001011101010 19 19 85901 20026971127808 0000000001001001011101010 19 0 0 315827231359261956760429472174919 315827231359261956760429472213639 18187428237094191833844428585627 18187428237094191833844428671528 0000000001001001011101010
0001011000011101010 19 19 68469 19990791061504 0001000101100001110101010 19 0 0 303896880868392644989002649165033 303896880868392644989002649203178 18076412664053103504684969303061 18076412664053103504684969371530 0001000101100001110101010
0000000001100110110 19 19 85514 19984256335872 0000000001001001100110110 19 0 0 315663862908271149340711355638285 315663862908271149340711355676549 18154453968429727024281280926607 18154453968429727024281281012119 0000000001001001100110110
0000000001100111010 19 19 85297 19974886260736 0000000001001001100111010 19 0 0 315624431598884744081653430376823 315624431598884744081653430414918 18147146922014117894639323008025 18147146922014117894639323093322 0000000001001001100111010
0000000001011011010 19 19 85180 19966799642624 0000000001001001011011010 19 0 0 315580760684957203781247457729974 315580760684957203781247457768075 18140513549730080695587233277126 18140513549730080695587233362306 0000000001001001011011010
00010110000010000010 20 20 101048 19861346451456 00010001011101010000010 20 0 0 290080583451906326281605379885980 290080583451906326281605379943346 17038770837028062065947110340558 17038770837028062065947110441602 00010001011101010000010
0000011100001101110 19 19 68206 19860012662784 000001000110000110110110 19 0 0 310961920184702142600901109063343 310961920184702142600901109097982 18020833616574965660238480434371 18020833616574965660238480502577 000001000110000110110110
0000000001111101110 19 19 63364 19846045630464 00000100000011100111010 19 0 0 310312525510998703869660763174012 310312525510998703869660763205047 18008105245519986333087427251412 18008105245519986333087427314776 00000100000011100111010
0000000001111011110 19 19 63174 19829335523328 00000100000011100110110 19 0 0 310248828220664803645226259060365 310248828220664803645226259091207 17995254326811845533426723450498 17995254326811845533426723513672 00000100000011100110110
0000010101101010110 19 19 73007 19751573127168 0000010010010101101010110 19 0 0 310311053620611716419571917673148 310311053620611716419571917713316 17928269313972712518319929110515 17928269313972712518319929183522 0000010010010101101010110
0000011100101101010 19 19 72954 19750163841024 0000010010011100101101010 19 0 0 310307601020579530914049274907350 310307601020579530914049274947488 17927274675052804973264901454051 17927274675052804973264901527005 0000010010011100101101010
0000010110011010110 19 19 72817 19739904573440 0000010010010110011010110 19 0 0 310262657883306824840778219918085 310262657883306824840778219958065 17919128114990828043957685767654 17919128114990828043957685840469 0000010010010110011010110
0000011100110011010 19 19 72744 19737899696128 0000010010011100110011010 19 0 0 310256347969534391327193726652329 310256347969534391327193726692260 17917651014065626342601552772917 17917651014065626342601552845661 0000010010011100110011010
0000010111011000110 19 19 64922 19735483777024 000001010001101011000110 19 0 0 309272274799460105396156817417596 309272274799460105396156817451932 17910581963412290427153737842341 17910581963412290427153737907263 000001010001101011000110
0001011010000110110 19 19 67770 19655792001024 0001000101101000011011010 19 0 0 295574091565285973185163862598708 295574091565285973185163862637141 17721298952137603402751816945384 17721298952137603402751817013150 0001000101101000011011010
0000000000011110110 19 19 79131 19556705763328 000000000100001100111010 19 0 0 306914878847428909656559856290958 306914878847428909656559856326945 17749172545114881543404842188973 17749172545114881543404842268102 000000000100001100111010
0000000000011101110 19 19 78126 19429173755904 000000000100001100110110 19 0 0 306254718828072559307557202453371 306254718828072559307557202488507 17645713175091479652057389675744 17645713175091479652057389753870 000000000100001100110110
0001011000011011010 19 19 66635 19152844619776 0001000101100001101101010 19 0 0 297290756440792404902746144112794 297290756440792404902746144149940 17358057174727333368392131124826 17358057174727333368392131191461 0001000101100001101101010
0000000111000001110 19 19 76349 19066274185216 0000000100100111000001110 19 0 0 300406365917344432027327067772136 300406365917344432027327067807809 17314899429937493295239627214001 17314899429937493295239627290349 0000000100100111000001110
0000000001111000110 19 19 74669 18674853347328 0000000001001001111000110 19 0 0 295325332572118126075708599786530 295325332572118126075708599820164 16966726296392824052248282085554 16966726296392824052248282160223 0000000001001001111000110
0001100110000110110 19 19 64041 18674693963776 0001000110011000011011010 19 0 0 293724465744904739543563290257365 293724465744904739543563290292930 16951966154601135238167002511297 16951966154601135238167002575338 0001000110011000011011010
0001011010000111010 19 19 62383 18582863872000 0001000101101000011101010 19 0 0 290073742123466607665492405180448 290073742123466607665492405214648 16854507012494490624127602252603 16854507012494490624127602314986 0001000101101000011101010
00000000000000000010 20 20 132293 18188414746624 00000000000000000001001010 20 0 0 274085503089723613073111425278722 274085503089723613073111425340421 15680462997754655085219005024621 15680462997754655085219005156914 00000000000000000001001010
0001100001110011010 19 19 62673 18047553241088 0001000110000111001101010 19 0 0 284065914851423451685240855525027 284065914851423451685240855558417 16381904343067441907051175246956 16381904343067441907051175309629 0001000110000111001101010
0001100001011010110 19 19 61579 17929106096128 0001000110000101101011010 19 0 0 283430701581978965716736348084474 283430701581978965716736348117010 16285144689356191539479765675441 16285144689356191539479765737019 0001000110000101101011010
0001100001100111010 19 19 61101 17921707343872 0001000110000110011101010 19 0 0 274930355725380037030270887570347 274930355725380037030270887603002 16196189735359364488662665023881 16196189735359364488662665084971 0001000110000110011101010
0000010111001101010 19 19 64642 17912077221888 0000010010010111001101010 19 0 0 283940117101244207380401697560653 283940117101244207380401697594524 16274839378922969416955856939548 16274839378922969416955857004189 0000010010010111001101010
0000011001011010110 19 19 64630 17910500163584 0000010010011001011010110 19 0 0 283942243695936083251109433497501 283942243695936083251109433531248 16273832397237930181574580526596 16273832397237930181574580591224 0000010010011001011010110
0000011001110011010 19 19 64565 17908763721728 0000010010011001110011010 19 0 0 283936881518600471689864364491817 283936881518600471689864364525531 16272560674442091821224983666765 16272560674442091821224983731330 0000010010011001110011010
0000010101101011010 19 19 64602 17907723534336 0000010010010101101011010 19 0 0 283920168406983780302150045586234 283920168406983780302150045620059 16271348396228535866364931753833 16271348396228535866364931818435 0000010010010101101011010
0000010110100111010 19 19 61772 17288996585472 0000010010010110100111010 19 0 0 275023228560114281354116970735779 275023228560114281354116970766896 15714770758248478560741160146747 15714770758248478560741160208519 0000010010010110100111010
0000010111010011010 19 19 61756 17288753315840 0000010010010111010011010 19 0 0 275021822128263101355187502346292 275021822128263101355187502377394 15714562192980849633704969529476 15714562192980849633704969591232 0000010010010111010011010
0000010110100110110 19 19 61751 17287016873984 0000010010010110100110110 19 0 0 275013149603555343632778621650844 275013149603555343632778621681917 15713133667884779304245507585712 15713133667884779304245507647463 0000010010010110100110110
0000011000011101110 19 19 59077 17286656163840 000001100100001100110110 19 0 0 274381148607043765110730020945940 274381148607043765110730020975544 15710613999017673741824489299342 15710613999017673741824489358419 000001100100001100110110
0000010110110011010 19 19 61704 17285792137216 0000010010010110110011010 19 0 0 275009807656695320441504757070650 275009807656695320441504757101700 15712256245077905972221253627422 15712256245077905972221253689126 0000010010010110110011010
0000011000011110110 19 19 58988 17282361196544 000001100100001100111010 19 0 0 274358616317561849598654040809946 274358616317561849598654040839522 15707114907362572539861736720343 15707114907362572539861736779331 000001100100001100111010
00000001011000100010 20 20 111798 17263553937408 0000000100010111010100010 20 0 0 253607202675042692981516429692146 253607202675042692981516429750961 14835385149072245213734433157723 14835385149072245213734433269510 0000000100010111010100010
0000010110001110110 19 19 61759 17209153814528 0000010001011100011010110 19 0 0 271602741801633338625672375220718 271602741801633338625672375252574 15630178596281521804095485116454 15630178596281521804095485178213 0000010001011100011010110
0000011100110001110 19 19 61683 17207014719488 0000010001100111000110110 19 0 0 271594910205991008863324570044697 271594910205991008863324570076474 15628564820046856234825157824797 15628564820046856234825157886480 0000010001100111000110110
0001100000011110110 19 19 57314 17103667068928 000110000100001100111010 19 0 0 269258437465877005448932763079251 269258437465877005448932763108339 15524197835761250597008239421496 15524197835761250597008239478810 000110000100001100111010
0001100001100110110 19 19 58120 17004891209728 0001000110000110011011010 19 0 0 270161522562323886520268804955301 270161522562323886520268804985197 15453117998560970549760426727666 15453117998560970549760426785771 0001000110000110011011010
0000010101110101010 19 19 61222 17000529133568 0000010010010101110101010 19 0 0 270779802956070434783766861064361 270779802956070434783766861095840 15454053796451243918426873252359 15454053796451243918426873313581 0000010010010101110101010
0000011001100110110 19 19 61112 16994740994048 0000010010011001100110110 19 0 0 270767758401264596019640837328382 270767758401264596019640837359646 15449892341563772862600108464729 15449892341563772862600108525841 0000010010011001100110110
0000011001100111010 19 19 61011 16993893744640 0000010010011001100111010 19 0 0 270756269875578585088768246705877 270756269875578585088768246737160 15449024356825468189617470730346 15449024356825468189617470791357 0000010010011001100111010
0000011001011101010 19 19 60928 16986755039232 0000010010011001011101010 19 0 0 270731716170017640041311839770805 270731716170017640041311839801965 15443583529056638032747955724017 15443583529056638032747955784945 0000010010011001011101010
0000011001011011010 19 19 60859 16983584145408 0000010010011001011011010 19 0 0 270714055997427441787527095806104 270714055997427441787527095837239 15440972753481212528738601499855 15440972753481212528738601560714 0000010010011001011011010
0000010110011011010 19 19 60837 16979792494592 0000010010010110011011010 19 0 0 270693324001897498933134622243702 270693324001897498933134622274852 15437855159538627183971581436069 15437855159538627183971581496906 0000010010010110011011010
0001100001011101010 19 19 57726 16976906813440 0001000110000101110101010 19 0 0 270041654010478997040291612735791 270041654010478997040291612765479 15431391159716170374786263654964 15431391159716170374786263712690 0001000110000101110101010
0000010101101101010 19 19 60774 16976051175424 0000010010010101101101010 19 0 0 270672704256089372233263106796351 270672704256089372233263106827484 15434772165174259230814079427123 15434772165174259230814079487897 0000010010010101101101010
0000010110011101010 19 19 60777 16975975677952 0000010010010110011101010 19 0 0 270672843831372571423211759857325 270672843831372571423211759888464 15434731146594813007093331885365 15434731146594813007093331946142 0000010010010110011101010
0001100001011011010 19 19 57676 16970053320704 0001000110000101101101010 19 0 0 270000396644205430365892917036780 270000396644205430365892917066498 15425668014299867229428014537368 15425668014299867229428014595044 0001000110000101101101010
0001100000011101110 19 19 54950 16874129588224 000110000100001100110110 19 0 0 268000816825996833502799152873681 268000816825996833502799152901170 15335879411540240012688832342921 15335879411540240012688832397871 000110000100001100110110
0000010111010001110 19 19 59509 16763391574016 0000010001011011000110110 19 0 0 265064891333816243469880740732184 265064891333816243469880740762295 15227808131076895628375817330634 15227808131076895628375817390143 0000010001011011000110110
0000010110110001110 19 19 59488 16762737262592 0000010001011101000110110 19 0 0 265065877458371985041535681313255 265065877458371985041535681343356 15227523729600180241638225694576 15227523729600180241638225754063 0000010001011101000110110
00000000000000001110 20 20 111235 16737487552512 00000000000000000100101110 20 0 0 234480054645595675285071336786242 234480054645595675285071336842035 14275832627354150812224171274469 14275832627354150812224171385653 00000000000000000100101110
0000011100111000110 19 19 57127 16523259281408 0000010001100110001110110 19 0 0 263070327357758424891378908018398 263070327357758424891378908047349 15020095030122363755752959199544 15020095030122363755752959256666 0000010001100110001110110
0000010111000110110 19 19 56972 16509854285824 0000010001011000111010110 19 0 0 262997065146607174326536386309238 262997065146607174326536386338149 15009132799315920746333098837204 15009132799315920746333098894176 0000010001011000111010110
00000000000110000010 20 20 110015 16255067095040 00000000000100011000001010 20 0 0 247369878942132857870007713277657 247369878942132857870007713329449 14027857109521855494693384232730 14027857109521855494693384342745 00000000000100011000001010
00000000011000000010 20 20 109776 16253188046848 00000000010001100000001010 20 0 0 247458149583566181637099104091617 247458149583566181637099104143615 14027200621022560531117705491093 14027200621022560531117705600869 00000000010001100000001010
00011000000111101110 20 20 60794 16231696433152 000110000001000110101110 20 0 0 244587770580870053077564105029158 244587770580870053077564105067237 13984603265436850606901006027987 13984603265436850606901006088781 000110000001000110101110
0000000101111011010 19 19 56498 16210288705536 000001000001110100111010 19 0 0 258189370042630076631975842509226 258189370042630076631975842535841 14732854511631178778665652239396 14732854511631178778665652295879 000001000001110100111010
00000001100000000010 20 20 108546 16184737005568 00000001000110000000001010 20 0 0 246497017245353682947543601891439 246497017245353682947543601943177 13968656485578081952655399041072 13968656485578081952655399149618 00000001000110000000001010
00000000000001100010 20 20 109073 16168412774400 00000000000001000110001010 20 0 0 246055944117513360386746632040138 246055944117513360386746632090796 13952779148907994906384443710114 13952779148907994906384443819187 00000000000001000110001010
0000000101110111010 19 19 55990 16152642191360 000001000001110100110110 19 0 0 257970144528440594318193078732475 257970144528440594318193078758782 14688786584396145545673695241146 14688786584396145545673695297136 000001000001110100110110
00010110100101101010 20 20 65300 16149118976000 00010001100110110011010 20 0 0 245555868174667521173474933678566 245555868174667521173474933720492 13915222793308430121810736122193 13915222793308430121810736187489 00010001100110110011010
0000000110011101110 19 19 55923 16149102198784 000001000001101100110110 19 0 0 257965457304279942946806987465172 257965457304279942946806987491322 14686301258086594147088208065897 14686301258086594147088208121820 000001000001101100110110
0000000110011110110 19 19 55865 16147265093632 000001000001101100111010 19 0 0 257959486152751165858914464700813 257959486152751165858914464726929 14684933877944997163295701131869 14684933877944997163295701187734 000001000001101100111010
00010110011010011010 20 20 64955 16135361658880 00010001011101010011010 20 0 0 245507769493466035452628389996405 245507769493466035452628390037994 13905285178398639235595854034216 13905285178398639235595854099167 00010001011101010011010
00010101101010011010 20 20 65158 16132643749888 00010001011011010011010 20 0 0 245472733763964313932041747178018 245472733763964313932041747219864 13902519110061802018269229894817 13902519110061802018269229959971 00010001011011010011010
00010110100110011010 20 20 64750 16117837856768 00010001100111010011010 20 0 0 245419644072342040309837784935154 245419644072342040309837784976610 13891750706856290448328439738851 13891750706856290448328439803597 00010001100111010011010
00000110000000000010 20 20 106053 16018508349440 00000100011000000000001010 20 0 0 244018641966514411035683223984735 244018641966514411035683224035692 13825134759338420211071961865906 13825134759338420211071961971959 00000100011000000000001010
00000101100000100010 20 20 101516 15967446892544 00000100010110000010001010 20 0 0 236592820824286160042469492094003 236592820824286160042469492149330 13738270738188916815763409136315 13738270738188916815763409237829 00000100010110000010001010
00000000000000011010 20 20 104530 15865701466112 00000000000000010001101010 20 0 0 242651934352935317806798062925932 242651934352935317806798062974213 13698197630183859601087979573623 13698197630183859601087979678153 00000000000000010001101010
00000000000111101110 20 20 70441 15854502674432 000000000001000110101110 20 0 0 237486516665790653914089125113991 237486516665790653914089125153063 13650532636170752197890592702850 13650532636170752197890592773288 000000000001000110101110
00000101100010000010 20 20 100137 15850669080576 00000100010110001000001010 20 0 0 234909776754981079315797605616694 234909776754981079315797605670823 13638012663314788455052081323545 13638012663314788455052081423681 00000100010110001000001010
00011000000000000010 20 20 101373 15658360242176 00010001100000000000001010 20 0 0 238842062963701178964334193064212 238842062963701178964334193113101 13515602377278400948566266849899 13515602377278400948566266951272 00010001100000000000001010
00000111001110001110 20 20 64070 15207254458368 000001000110011000110110 20 0 0 228601400317299801574798667363055 228601400317299801574798667401956 13096108808749974779541835154533 13096108808749974779541835218602 000001000110011000110110
