# x |x| K_N count nontrivial_mass_2^-64 min_program kt depth0 open_progs speed_nontrivial_lo_2^-128 speed_nontrivial_hi_2^-128 honest_nontrivial_lo_2^-128 honest_nontrivial_hi_2^-128 kt_program
00000001100011110 17 17 180570 68670764089344 00000001001001100011110 17 0 0 1081531916345778701265182555965079 1081531916345778701265182556038962 69164409574623096961005638163521 69164409574623096961005638344091 00000001001001100011110
00000001110011010 17 17 187758 67926702948352 00000001001001110011010 17 0 0 1073703839415372141643958782052036 1073703839415372141643958782129167 68433189764742047516381003068298 68433189764742047516381003256056 00000001001001110011010
00000001011010110 17 17 186832 67801033211904 00000001001001011010110 17 0 0 1073027641216810781049910587827152 1073027641216810781049910587903559 68320027517980110861263394256049 68320027517980110861263394442881 00000001001001011010110
00000101101100010 17 17 188905 67700336361472 00000100011000100110110 17 0 0 1064055441473387630133152207509347 1064055441473387630133152207586518 68164147808952420767101445053165 68164147808952420767101445242069 00000100011000100110110
00000101110100010 17 17 188900 67698012717056 00000100011000100111010 17 0 0 1064044446108492070989570496275977 1064044446108492070989570496353179 68162074305172926909560765599476 68162074305172926909560765788375 00000100011000100111010
00000000011011110 17 17 180472 67410795167744 00000000010010011011110 17 0 0 1063272765648405616474204801663838 1063272765648405616474204801735277 67903656100708158585924452858840 67903656100708158585924453039312 00000000010010011011110
00000110000110110 17 17 182003 67389739761664 00000100011000011011010 17 0 0 1064944062385304456213247486140751 1064944062385304456213247486214486 67888352998203620112263202592868 67888352998203620112263202774871 00000100011000011011010
00000000011111010 17 17 179591 67299579002880 00000000010010011111010 17 0 0 1062643647959163117566779608119768 1062643647959163117566779608191027 67802497605761769885665538617166 67802497605761769885665538796757 00000000010010011111010
00011001100000110 17 17 164931 66868714930176 00010001100110000011010 17 0 0 1053539787334166045787973073885033 1053539787334166045787973073954628 67339787971097434485584031378373 67339787971097434485584031543304 00010001100110000011010
00010110000011010 17 17 164980 66835420545024 00010001011000001101010 17 0 0 1053280744281286554754679912648833 1053280744281286554754679912718600 67305739726961032520919507054767 67305739726961032520919507219747 00010001011000001101010
00000001011101010 17 17 176726 64194250539008 00000001001001011101010 17 0 0 1020313878687519041038623723102119 1020313878687519041038623723173014 64707974310018539048395099729895 64707974310018539048395099906620 00000001001001011101010
000000000000000010 18 18 330617 64193059356672 000000000000000001001010 18 0 0 966042872752712714239801561987338 966042872752712714239801562142642 61027802311548626018852376109558 61027802311548626018852376440175 000000000000000001001010
00000001100110110 17 17 175595 64052239794176 00000001001001100110110 17 0 0 1019796809698103283210781523537764 1019796809698103283210781523607696 64589765418296669223823226512200 64589765418296669223823226687794 00000001001001100110110
00011000000111010 17 17 171188 64027417903104 00010001100000011101010 17 0 0 1009493133353478011514317671450636 1009493133353478011514317671520722 64450298440154869261847820561432 64450298440154869261847820732620 00010001100000011101010
00000001100111010 17 17 175178 64026151223296 00000001001001100111010 17 0 0 1019679210323734933447103001413338 1019679210323734933447103001482931 64567265875345242175878195837860 64567265875345242175878196013038 00000001001001100111010
00000001011011010 17 17 174869 63994207404032 00000001001001011011010 17 0 0 1019507383448007295744810913006404 1019507383448007295744810913075869 64538534491685287391928758368349 64538534491685287391928758543218 00000001001001011011010
00000000011101110 17 17 166530 62437634080768 0000000100001100110110 17 0 0 991982240884499870719373137804009 991982240884499870719373137867614 62944716092926929240402216420911 62944716092926929240402216587441 0000000100001100110110
00000000011110110 17 17 166208 62416444456960 0000000100001100111010 17 0 0 991894391272329950268691225582292 991894391272329950268691225645621 62926567773161349382959652919743 62926567773161349382959653085951 0000000100001100111010
00000111000001110 17 17 157352 62169651609600 00000100100111000001110 17 0 0 986742331032992343448018648598198 986742331032992343448018648662424 62670580710635799303195172791080 62670580710635799303195172948432 00000100100111000001110
00000001111000110 17 17 159507 61282950578176 00000001001001111000110 17 0 0 975475873822189735445343954069793 975475873822189735445343954132077 61798081241685555454234529545027 61798081241685555454234529704534 00000001001001111000110
000001011000100010 18 18 240720 58224254386176 00000100010111010100010 18 0 0 852750681500448987325987260874169 852750681500448987325987260988284 55123272241381788869554925356580 55123272241381788869554925597294 00000100010111010100010
000000000110000010 18 18 261418 56327288127488 000000000100011000001010 18 0 0 856571674596228718085434315870229 856571674596228718085434315990591 53606571922589643040289386172269 53606571922589643040289386433687 000000000100011000001010
000000011000000010 18 18 257825 56116625014784 000000010001100000001010 18 0 0 853943685446359416626681007480090 853943685446359416626681007600097 53411546270432697303593353418005 53411546270432697303593353675830 000000010001100000001010
000000000001100010 18 18 260923 56071955677184 000000000001000110001010 18 0 0 852788486205404137430867241535588 852788486205404137430867241654032 53363034907074735856926646297165 53363034907074735856926646558088 000000000001000110001010
000001100000000010 18 18 249823 55420781592576 000001000110000000001010 18 0 0 844168279387391230167203275327410 844168279387391230167203275445150 52755040587110623704141746207953 52755040587110623704141746457776 000001000110000000001010
000000000000001110 18 18 233570 55369812410368 000000000000000100101110 18 0 0 791333926734517408889449044817431 791333926734517408889449044927477 52203525843903317637505110007757 52203525843903317637505110241303 000000000000000100101110
000000000000011010 18 18 245153 54806416719872 000000000000010001101010 18 0 0 839237772126693791045163915010866 839237772126693791045163915122512 52200149523424465425245760380696 52200149523424465425245760625849 000000000000010001101010
000000000111101110 18 18 164425 54710753034240 0000000001000110101110 18 0 0 826036509834021527185641078686495 826036509834021527185641078762839 51989280837621277616078036237952 51989280837621277616078036402376 0000000001000110101110
000110000000000010 18 18 236796 53970659704832 000100011000000000001010 18 0 0 823406847371401416209917175745778 823406847371401416209917175858144 51381041777561774464941560782945 51381041777561774464941561019741 000100011000000000001010
000101100000100010 18 18 190737 50486652698624 000100010110000010001010 18 0 0 749779320874095120940244869349151 749779320874095120940244869440816 47891815680273197540861198444310 47891815680273197540861198635046 000100010110000010001010
000101100010000010 18 18 188312 50036008288256 000100010110001000001010 18 0 0 743212789357090391777112762941309 743212789357090391777112763030736 47464771949952431899268606245427 47464771949952431899268606433738 000100010110001000001010
000001011101100010 18 18 153994 49626962984960 00000100010110100010110 18 0 0 755779873556404362931149155834518 755779873556404362931149155909752 47216754595945343931886493750368 47216754595945343931886493904361 00000100010110100010110
000000010110100010 18 18 190871 49231188459520 000000010001011010001010 18 0 0 753248682533473179734034010945844 753248682533473179734034011036629 46875345517223188399136976841286 46875345517223188399136977032157 000000010001011010001010
000000000110011010 18 18 189785 49120173621248 000000000100011001101010 18 0 0 757291041794641251295666705830935 757291041794641251295666705921596 46807662925196513504047195698809 46807662925196513504047195888587 000000000100011001101010
000000000101101010 18 18 189596 49118932107264 000000000100010110101010 18 0 0 757235073663551639837571297609559 757235073663551639837571297700592 46804992666923654189553515495377 46804992666923654189553515684967 000000000100010110101010
000000010110001010 18 18 197130 48988321480704 000000010001011000101010 18 0 0 747637076369670076510166584490447 747637076369670076510166584582805 46602611883016922444076827271088 46602611883016922444076827468165 000000010001011000101010
000000011001100010 18 18 195968 48872508358656 000000010001100110001010 18 0 0 747496219614136400230724079076223 747496219614136400230724079167354 46526246384078531572222568729529 46526246384078531572222568925481 000000010001100110001010
000001011010000010 18 18 179965 48231216054272 000001000101101000001010 18 0 0 739272037239645930389524611399656 739272037239645930389524611487338 45932096230388700985117571617006 45932096230388700985117571796971 000001000101101000001010
000000000001110110 18 18 177413 48146415616000 00000000000100011010110 18 0 0 738885688151554376317897766170966 738885688151554376317897766252396 45849598753463705541743568188902 45849598753463705541743568366315 00000000000100011010110
000001100110000010 18 18 186138 48118859038720 000001000110011000001010 18 0 0 737356277400880903156285410508276 737356277400880903156285410598087 45823366176260905545577469053257 45823366176260905545577469239394 000001000110011000001010
000001011000001010 18 18 185909 48087041048576 000001000101100000101010 18 0 0 737151974372824063291344810806183 737151974372824063291344810896013 45794564237345945279934357666725 45794564237345945279934357852632 000001000101100000101010
000001100001100010 18 18 191155 47761537892352 000001000110000110001010 18 0 0 730205657930496418741182110551764 730205657930496418741182110639598 45454987990458706273498836079138 45454987990458706273498836270258 000001000110000110001010
000000011110000010 18 18 182758 47528628191232 000000010001100000101110 18 0 0 730583810125519860637122831095825 730583810125519860637122831181058 45281340116486896240751220367113 45281340116486896240751220549871 000000010001100000101110
000001010110101010 18 18 153706 47023533326336 000001000101011010101010 18 0 0 723331881373095534805630445072858 723331881373095534805630445161509 44771884374791901710877842334044 44771884374791901710877842487746 000001000101011010101010
000001100110011010 18 18 153009 46971356184576 000001000110011001101010 18 0 0 723197535353399747014218481921885 723197535353399747014218482009592 44732644215280051628288283488419 44732644215280051628288283641423 000001000110011001101010
000001100101101010 18 18 152216 46869006778368 000001000110010110101010 18 0 0 722637136706474763143119203834382 722637136706474763143119203921492 44644880505495463971096387272611 44644880505495463971096387424823 000001000110010110101010
000001011001101010 18 18 151585 46820344463360 000001000101100110101010 18 0 0 722404373471593103829454031017806 722404373471593103829454031104538 44604127570857791750143686918843 44604127570857791750143687070425 000001000101100110101010
000000011000011010 18 18 180857 46705437310976 000000010001100001101010 18 0 0 723703202452336022307427297022020 723703202452336022307427297102820 44533704556342898486399109449270 44533704556342898486399109630127 000000010001100001101010
000001100000011010 18 18 176024 46445524680704 000001000110000001101010 18 0 0 719628911941303438740473914745647 719628911941303438740473914826044 44285894593389832297835251030751 44285894593389832297835251206775 000001000110000001101010
000110000001100010 18 18 177063 46238074404864 000100011000000110001010 18 0 0 710895811808887275771962070542017 710895811808887275771962070623866 44044323467250019109289954073209 44044323467250019109289954250272 000100011000000110001010
000110000110000010 18 18 173503 46026975084544 000100011000011000001010 18 0 0 706886580826205228556668732757382 706886580826205228556668732839857 43833695800859676278795328550717 43833695800859676278795328724207 000100011000011000001010
000000000111100010 18 18 175084 46025238642688 000000000100011000101110 18 0 0 708549565670211134534197595303142 708549565670211134534197595383212 43854897961207278269958938180930 43854897961207278269958938356014 000000000100011000101110
000101101000000010 18 18 159196 46004384563200 000100010110100000001010 18 0 0 708197410827753938591675326720058 708197410827753938591675326799148 43830646193505910422004485451505 43830646193505910422004485610701 000100010110100000001010
000101100000001010 18 18 166124 45882649083904 000100010110000000101010 18 0 0 704694643274857959335727241619540 704694643274857959335727241702807 43683871969526912941401603510398 43683871969526912941401603676490 000100010110000000101010
000110011000000010 18 18 165018 45778957500416 000100011001100000001010 18 0 0 704520645643980607361447427469492 704520645643980607361447427551717 43614028485442233929313744557306 43614028485442233929313744722322 000100011001100000001010
000101100011000110 18 18 134088 45481715564544 0001000101110101000110 18 0 0 680142499139948659803934234727790 680142499139948659803934234799521 43109736433185918525393367891437 43109736433185918525393368025394 0001000101110101000110
000110000000011010 18 18 165360 45224311128064 000100011000000001101010 18 0 0 701956198944820316953224967449980 701956198944820316953224967526686 43129332134558440421559287655293 43129332134558440421559287820653 000100011000000001101010
000001100001110110 18 18 135890 45210033717248 00000110000100011010110 18 0 0 697282189180030757832232794411856 697282189180030757832232794481288 43072523173864722905300840065946 43072523173864722905300840201836 00000110000100011010110
000001110011100010 18 18 142796 44270316683264 00000100011001100010110 18 0 0 679755257876608847270081693547261 679755257876608847270081693616284 42155991621897247109665985804547 42155991621897247109665985947343 00000100011001100010110
000001011100010110 18 18 142268 44181892366336 00000100010110001010110 18 0 0 679322864238079041535813606387539 679322864238079041535813606456184 42081284355937724202548892796562 42081284355937724202548892938830 00000100010110001010110
000000000000111110 18 18 143939 43771630714880 000000000000010010111110 18 0 0 675243050231658740516539984643883 675243050231658740516539984714145 41713440362956920842140134072345 41713440362956920842140134216284 000000000000010010111110
000000011000001110 18 18 158524 43499864981504 000000010001100000111010 18 0 0 666147669903023884727769602845147 666147669903023884727769602920163 41369215140552714578550462692519 41369215140552714578550462851020 000000010001100000111010
000101011010100010 18 18 124683 43369958998016 000100010101101010001010 18 0 0 667630793825088982155334466300216 667630793825088982155334466371102 41306181695501186345411364718526 41306181695501186345411364843203 000100010101101010001010
000101100110100010 18 18 124318 43336421343232 000100010110011010001010 18 0 0 667492107914517374956644926598032 667492107914517374956644926668553 41278727075008577045238404384889 41278727075008577045238404509203 000100010110011010001010
000001110000000110 18 18 161086 43218360074240 000001000110000000110110 18 0 0 662432612323671251265809415143477 662432612323671251265809415215964 41144075958993545957100659423000 41144075958993545957100659584082 000001000110000000110110
000101011010001010 18 18 122974 42247731019776 000100010101101000101010 18 0 0 649684401176235824466909172038984 649684401176235824466909172107239 40233215128930037504738604728495 40233215128930037504738604851466 000100010101101000101010
000110010110100010 18 18 122743 42229712289792 000100011001011010001010 18 0 0 649657366930433397658576729285632 649657366930433397658576729353589 40220665552841125859660493211707 40220665552841125859660493334450 000100011001011010001010
000000011100000110 18 18 156119 42101492416512 000000010001100000110110 18 0 0 649756061924584166463462752678362 649756061924584166463462752746852 40115405278331763009108449055030 40115405278331763009108449211149 000000010001100000110110
000001110000011110 18 18 128317 42003186319360 00000100011000001110110 18 0 0 644809326299255484533821674870946 644809326299255484533821674934538 39999548230427847694497678905971 39999548230427847694497679034286 00000100011000001110110
00010110001001100010 20 20 123952 41838761213952 00010001101001100010 20 0 0 595856301001188056882870452394434 595856301001188056882870452468296 35698360537790546217536507612624 35698360537790546217536507736536 00010001101001100010
000101100110001010 18 18 125161 41096595898368 000100010110011000101010 18 0 0 630316228620689588157650007527223 630316228620689588157650007595746 39068652436268200883552543013965 39068652436268200883552543139102 000100010110011000101010
000110011001100010 18 18 124263 41008381296640 000100011001100110001010 18 0 0 630420327843602523592989922485056 630420327843602523592989922552498 39045582678887392054961927896542 39045582678887392054961928020805 000100011001100110001010
000110010110001010 18 18 123637 40937581445120 000100011001011000101010 18 0 0 630118351010617363464971525579034 630118351010617363464971525645996 38991488109491543207565634959405 38991488109491543207565635083038 000100011001011000101010
000101011000101010 18 18 123523 40923396308992 000100010101100010101010 18 0 0 630039177589515152974512176747202 630039177589515152974512176814160 38979222529974747375176853443076 38979222529974747375176853566594 000100010101100010101010
000000010111011010 18 18 123985 40862092361728 00000001010001101011010 18 0 0 636303320078932322461473182887028 636303320078932322461473182946262 38970349023799975981455772495516 38970349023799975981455772619501 00000001010001101011010
000000011001110110 18 18 123347 40823555096576 00000001100100011010110 18 0 0 636171366521098630358272605544888 636171366521098630358272605603382 38939820291499686640381300999580 38939820291499686640381301122927 00000001100100011010110
000001100000001110 18 18 137998 40237644382208 000001000110000000111010 18 0 0 629497060522728532957506656369041 629497060522728532957506656429936 38405561808378075783085452558207 38405561808378075783085452696205 000001000110000000111010
000000000001111010 18 18 144384 39891152928768 000000000001001001111010 18 0 0 616392154849818067543172066924886 616392154849818067543172066990041 37976106069929601323292685769413 37976106069929601323292685913796 000000000001001001111010
000101101000011010 18 18 110934 39846676529152 000100010110100001101010 18 0 0 612107422643360100506831382413755 612107422643360100506831382470670 37936258480065269507023972724787 37936258480065269507023972835721 000100010110100001101010
000000000110001110 18 18 139747 39712056147968 000000000100100110001110 18 0 0 623120563656611675475417209846004 623120563656611675475417209907538 37915561293275018838082780950986 37915561293275018838082781090732 000000000100100110001110
000110000110011010 18 18 117237 39699397738496 000100011000011001101010 18 0 0 620065661287959752546816752087862 620065661287959752546816752147436 37875034424688972938684967098870 37875034424688972938684967216097 000100011000011001101010
000110000101101010 18 18 117147 39699154468864 000100011000010110101010 18 0 0 619994176724060045946243402014488 619994176724060045946243402074479 37872526228904683582315009881945 37872526228904683582315009999083 000100011000010110101010
000110000001110110 18 18 113133 39510201073664 00011000000100011010110 18 0 0 616114818474721701290133162999711 616114818474721701290133163052727 37689596024754785268865218391065 37689596024754785268865218504198 00011000000100011010110
000110000000001110 18 18 130935 39440600793088 000100011000000000111010 18 0 0 616346619978236531037604523150632 616346619978236531037604523209845 37635959920726660201257806960783 37635959920726660201257807091718 000100011000000000111010
000101100010011010 18 18 114310 39267636084736 000100010110001001101010 18 0 0 607996684975271579900209521721125 607996684975271579900209521781416 37425020138434672268713973778054 37425020138434672268713973892362 000100010110001001101010
000101101001100010 18 18 114261 39265832534016 000100010110100110001010 18 0 0 607991673417072858179824640594822 607991673417072858179824640655092 37423686858214071196791364775510 37423686858214071196791364889770 000100010110100110001010
000110011000001110 18 18 112307 39085720731648 000100011001100000111010 18 0 0 604726157290851708758582520705897 604726157290851708758582520768213 37230088513936509126878975525201 37230088513936509126878975637381 000100011001100000111010
000101100000111010 18 18 110852 38939708620800 000100010110000011101010 18 0 0 604306758114846298162543131183974 604306758114846298162543131245147 37124219697503106129329643441771 37124219697503106129329643552621 000100010110000011101010
000000000001101110 18 18 136652 38864219537408 000000000001001001101110 18 0 0 611419802833566126897148195771535 611419802833566126897148195829652 37117863899420409760660342900321 37117863899420409760660343036973 000000000001001001101110
000000000111000110 18 18 134063 37909285568512 000000000100100111000110 18 0 0 596272311321736888255056137394055 596272311321736888255056137451405 36192982727259850142993637391084 36192982727259850142993637525147 000000000100100111000110
000110011000011010 18 18 105988 37499510456320 000100011001100001101010 18 0 0 587753737503841465653560351488019 587753737503841465653560351540881 35791786759270222281159875591527 35791786759270222281159875697515 000100011001100001101010
000101100001101010 18 18 105809 37470267768832 000100010110000110101010 18 0 0 587593181090795894957133285230900 587593181090795894957133285283719 35766575540710267819895797996544 35766575540710267819895798102353 000100010110000110101010
000101101000001110 18 18 100406 36811300667392 000100010110100000111010 18 0 0 575532899810487821286282535086763 575532899810487821286282535140744 35123596092140467411720759524002 35123596092140467411720759624407 000100010110100000111010
000110000001111010 18 18 104371 36482358181888 000100011000000111101010 18 0 0 558310021020032468364846039556430 558310021020032468364846039607601 34698480601332580850493364272685 34698480601332580850493364376991 000100011000000111101010
000110000110001110 18 18 100446 35276395118592 000100011000011000111010 18 0 0 551427262359560550927618371369980 551427262359560550927618371420639 33631929852564980818009587166220 33631929852564980818009587266647 000100011000011000111010
000000010110101110 18 18 105154 34715071414272 000000010010010110101110 18 0 0 549357743715789269364562193214294 549357743715789269364562193263106 33171822317959617955333991224689 33171822317959617955333991329843 000000010010010110101110
000000011110011010 18 18 104937 34708704460800 000000010010011110011010 18 0 0 549332899700561373396285096664552 549332899700561373396285096713164 33166685271545545341272265645270 33166685271545545341272265750207 000000010010011110011010
000110000001101110 18 18 96793 34378025533440 000100011000000110111010 18 0 0 543153932002153633666851324203487 543153932002153633666851324249485 32840704998609810748218938244031 32840704998609810748218938340824 000100011000000110111010
000001011010001110 18 18 98321 34261549711360 000001001001011010001110 18 0 0 541875191712206415264853244492588 541875191712206415264853244540478 32736282565843163039396705097816 32736282565843163039396705196137 000001001001011010001110
000000011100011110 18 18 97003 33722472595456 00000100001100110001110 18 0 0 533600110897401644896718900761804 533600110897401644896718900806395 32225025549027064632799047021211 32225025549027064632799047118214 00000100001100110001110
000001011000110110 18 18 100948 33720023121920 000001001001011000110110 18 0 0 531696183723941828383293869832102 531696183723941828383293869880934 32207805624038357863807148494340 32207805624038357863807148595288 000001001001011000110110
000001110011000110 18 18 100882 33717514928128 000001001001110011000110 18 0 0 531686888952379998585293799649475 531686888952379998585293799698230 32205798645471842650567397551718 32205798645471842650567397652599 000001001001110011000110
000000011100111010 18 18 101166 33306498301952 000000010001100110110110 18 0 0 529072886247509684696173676216950 529072886247509684696173676262784 31833770711263347032728290616549 31833770711263347032728290717715 000000010001100110110110
000001100110001110 18 18 96343 33297019174912 000001001001100110001110 18 0 0 528411095556375838914653244374495 528411095556375838914653244421175 31827747147700929676116013450052 31827747147700929676116013546394 000001001001100110001110
000001011000111010 18 18 96204 33277809262592 000001001001011000111010 18 0 0 528301340304563405137213470814215 528301340304563405137213470860922 31811094330964164623900906623672 31811094330964164623900906719876 000001001001011000111010
000000011100110110 18 18 100832 33273606569984 000000010001100111010110 18 0 0 528907630398461442552148983990009 528907630398461442552148984035661 31806217247808007112136462855221 31806217247808007112136462956053 000000010001100111010110
000000010110110110 18 18 100505 33248021315584 000000010001011101010110 18 0 0 528770364284295850336463968068223 528770364284295850336463968113591 31784414782038099302833255299164 31784414782038099302833255399669 000000010001011101010110
000000010111010110 18 18 100404 33239146168320 000000010001011011010110 18 0 0 528695230104934323875274580839679 528695230104934323875274580885061 31775911698141526857270868668368 31775911698141526857270868768772 000000010001011011010110
000000000111110110 18 18 95273 32951140089856 00000001000011001111010 18 0 0 513690714616429619258801960997236 513690714616429619258801961040319 31402462841793679358610372670110 31402462841793679358610372765383 00000001000011001111010
000000011001101110 18 18 99435 32869216944128 000000010010011001101110 18 0 0 522870955316346070361612471062178 522870955316346070361612471106908 31426126686455067039875270253245 31426126686455067039875270352680 000000010010011001101110
000000011001111010 18 18 99309 32861155491840 000000010010011001111010 18 0 0 522828432075996617549169686145114 522828432075996617549169686189787 31419249353159148848407759792467 31419249353159148848407759891776 000000010010011001111010
000000010111101010 18 18 99107 32831661146112 000000010010010111101010 18 0 0 522665025280331821608487454767476 522665025280331821608487454812160 31393779486792683959093618979731 31393779486792683959093619078838 000000010010010111101010
000000010110111010 18 18 99071 32826577649664 000000010010010110111010 18 0 0 522637277185942321761066735960247 522637277185942321761066736004948 31389449480985206597757675622424 31389449480985206597757675721495 000000010010010110111010
000001100001101110 18 18 98208 32819346669568 000001001001100001101110 18 0 0 519680285097558088058941836137282 519680285097558088058941836181934 31353803546500325616822503263620 31353803546500325616822503361828 000001001001100001101110
000001100001111010 18 18 95846 32561522802688 000001001001100001111010 18 0 0 518341225140881180362172983779125 518341225140881180362172983822314 31134948792041876123257459268416 31134948792041876123257459364262 000001001001100001111010
000000000111011110 18 18 93976 32192365330432 00000001000011001101110 18 0 0 509699001667197154957650813146035 509699001667197154957650813187707 30757853799015996700368486961535 30757853799015996700368487055511 00000001000011001101110
000110000111000110 18 18 86383 31984537567232 000100011000011100011010 18 0 0 508691225124299302617140050450483 508691225124299302617140050491310 30577454964568560558100372441127 30577454964568560558100372527510 000100011000011100011010
000000011110001110 18 18 92047 31937083211776 00000100001100111000110 18 0 0 507508757803053013591252129687136 507508757803053013591252129728372 30532393724626618186752529466977 30532393724626618186752529559024 00000100001100111000110
000001011100011010 18 18 92514 31605280210944 000001001001011100011010 18 0 0 503055726343592935336980967685101 503055726343592935336980967728777 30219023189106531822473347140505 30219023189106531822473347233019 000001001001011100011010
000001100111000110 18 18 92457 31603501826048 000001001001100111000110 18 0 0 503071780089649630064120905796476 503071780089649630064120905840021 30218386077968219825033241334440 30218386077968219825033241426897 000001001001100111000110
000001110000111010 18 18 91888 30873348997120 000001001001110000111010 18 0 0 492507450598906373721695718947777 492507450598906373721695718988049 29517004411109704397711783728325 29517004411109704397711783820213 000001001001110000111010
000001110000110110 18 18 91100 30778381565952 000001001001110000110110 18 0 0 492188389556179496012906415830349 492188389556179496012906415869901 29442537311703684639363224858060 29442537311703684639363224949160 000001001001110000110110
000001011011000110 18 18 89014 30702129119232 000001001001011011000110 18 0 0 489892661909973252821266917902600 489892661909973252821266917943616 29362113354958645689459922624391 29362113354958645689459922713405 000001001001011011000110
000001011101000110 18 18 88882 30686467588096 000001001001011101000110 18 0 0 489847077884513923392497272944567 489847077884513923392497272985489 29350328473585394569588019531889 29350328473585394569588019620771 000001001001011101000110
0000000000000000110 19 19 180684 30627202072576 0000000000000000010010110 19 0 0 458822056597067598657298588536650 458822056597067598657298588620776 27661175710433748210346053207035 27661175710433748210346053387713 0000000000000000010010110
0000000101110110110 19 19 104139 29722708803584 00000001000101101010110 19 0 0 449865542648152685599528745807227 449865542648152685599528745864777 26868423703931387557422419095687 26868423703931387557422419199826 00000001000101101010110
0000000111001110110 19 19 103895 29703549222912 00000001000110011010110 19 0 0 449819386682359577127498878324523 449819386682359577127498878381691 26854304974874508568530895295218 26854304974874508568530895399113 00000001000110011010110
0000010111000100010 19 19 135360 29159136952320 000001000101111010100010 19 0 0 430568865085489055619352937137111 430568865085489055619352937206917 26291677799819841260372518001306 26291677799819841260372518136666 000001000101111010100010
0000000111100011110 19 19 102206 29079361290240 00000001000110001101110 19 0 0 434504176857991440657479337881967 434504176857991440657479337935496 26260245957726712279309396811659 26260245957726712279309396913865 00000001000110001101110
0000000000000011110 19 19 126230 28300705529856 01000110100000000011110 19 0 0 405042342839827627725977596176644 405042342839827627725977596239008 25412910581853454531560732180738 25412910581853454531560732306961 01000110100000000011110
00010110100001110110 20 20 91611 27434002939904 000100011000110011010 20 0 0 397765078517586864529703914628679 397765078517586864529703914681620 23498237209942235831429529317708 23498237209942235831429529409299 000100011000110011010
0000011100000000010 19 19 142068 27421579411456 0000010001100000000010110 19 0 0 419870292278315715781916649611549 419870292278315715781916649680259 24836476924453570438017709079904 24836476924453570438017709221972 0000010001100000000010110
0000000111000000010 19 19 142201 27187847626752 0000000100011000000010110 19 0 0 416290620855120483525642137867229 416290620855120483525642137935105 24623209432506075976301020595862 24623209432506075976301020738063 0000000100011000000010110
0000000001110000010 19 19 141390 27032809373696 0000000001000110000010110 19 0 0 413797593961661331733492496818664 413797593961661331733492496885339 24480817823567656386880845364636 24480817823567656386880845506026 0000000001000110000010110
0000000000011100010 19 19 139425 26870741467136 0000000000010001100010110 19 0 0 411284088946007469476003131822691 411284088946007469476003131887631 24332553934513311770360453815921 24332553934513311770360453955344 0000000000010001100010110
0000000110000000110 19 19 135778 26338601730048 0000000100011000000011010 19 0 0 401332094641760931179172481309553 401332094641760931179172481372377 23834545907411695597718944916343 23834545907411695597718945052121 0000000100011000000011010
0000011000000000110 19 19 134067 26246276710400 0000010001100000000011010 19 0 0 398660054734441480050066762408013 398660054734441480050066762470970 23741774821288420131543509521951 23741774821288420131543509656018 0000010001100000000011010
0000000000011000110 19 19 132882 26136822153216 0000000000010001100011010 19 0 0 401181781135301451450840000896892 401181781135301451450840000959304 23669608943569684670091426387301 23669608943569684670091426520178 0000000000010001100011010
0000000001100000110 19 19 132758 25936644800512 0000000001000110000011010 19 0 0 398129050951583350591495661259120 398129050951583350591495661319673 23491680482045795983096183609473 23491680482045795983096183742231 0000000001000110000011010
0001100000000000110 19 19 128223 25664937787392 0001000110000000000011010 19 0 0 389467652468768632627610151873068 389467652468768632627610151934025 23209978173224487462959051607046 23209978173224487462959051735264 0001000110000000000011010
0000011000000110110 19 19 105517 25563729231872 00010001101000000110110 19 0 0 357919851280231432384090479083466 357919851280231432384090479135374 22868403978851880361286177598708 22868403978851880361286177704118 00010001101000000110110
0000000000001111110 19 19 97341 25234493145088 0000000000000100101111110 19 0 0 384986540142957181605281951460068 384986540142957181605281951513266 22840036665571937075806324874257 22840036665571937075806324971597 0000000000000100101111110
0000000001111100010 19 19 109742 25234426036224 0000000001000110001011110 19 0 0 386465197420199668460700710945561 386465197420199668460700711001135 22853207200864036193971337355035 22853207200864036193971337464777 0000000001000110001011110
0000000001110001110 19 19 106060 24966569394176 000000000100011000110110 19 0 0 369184740803337181614343608925362 369184740803337181614343608979536 22446896067935589207218983442834 22446896067935589207218983548813 000000000100011000110110
00010101101001101010 20 20 91068 24656585162752 0001010001101001101010 20 0 0 363159838930059352831720597931253 363159838930059352831720597988804 21154836023010081366619635687401 21154836023010081366619635778431 0001010001101001101010
00011001011010011010 20 20 90517 24601052577792 0001100100011010011010 20 0 0 362944971847364068393454248753476 362944971847364068393454248810549 21113712369348806044538945068584 21113712369348806044538945159073 0001100100011010011010
0000000000000111010 19 19 122691 24499349094400 0000000000000100100111010 19 0 0 379355393108832672360198906707423 379355393108832672360198906762173 22207030357235948366458711308345 22207030357235948366458711431036 0000000000000100100111010
0000000000000110110 19 19 120044 24310865461248 0000000000000100100110110 19 0 0 378416232466234257258161437088066 378416232466234257258161437141173 22055147890550035123225700133105 22055147890550035123225700253149 0000000000000100100110110
0000011000011100010 19 19 107328 23846446956544 0000010001100001110001010 19 0 0 367212019835296464406021243097818 367212019835296464406021243151800 21606547733908292365187837621678 21606547733908292365187837729006 0000010001100001110001010
0000000110011000110 19 19 107011 23785629548544 0000000100011001100011010 19 0 0 366311732614723861349559417796020 366311732614723861349559417851003 21549160448889221566624117070601 21549160448889221566624117177611 0000000100011001100011010
