# kind bits n floor_beta floor_trans beta_hi_2^-128 trans_hi_2^-128 honest_hi_2^-128
unknown 010001100011000010101001101010000110110 39 10000001 39987355 61896995774569436289 15479143835412223126 61896971015783505854
unknown 010001100011000010101101000011011000110 39 10000001 39996841 61896995774569436289 15475472666521091940 61896971015783505854
unknown 010001100011000010101101000110000110110 39 10000001 39990518 61896995774569436289 15477919531892288504 61896971015783505854
unknown 010001100011000010110000110110000110110 39 10000001 39990518 61896995774569436289 15477919531892288504 61896971015783505854
unknown 010001100011000010110000111010000110110 39 10000001 39990518 61896995774569436289 15477919531892288504 61896971015783505854
unknown 010001100011000010110001100101101000110 39 10000001 32500026 61896995774569436289 19045216137448325040 61896971015783505854
unknown 010001100011000010110010011010000110110 39 10000001 39987357 61896995774569436289 15479143061210325490 61896971015783505854
unknown 010001100011000010110011000110000110110 39 10000001 39987361 61896995774569436289 15479141512806762554 61896971015783505854
unknown 010001100011000010110100001000110111010 39 10000001 34997766 61896995774569436289 17685986575334269549 61896971015783505854
unknown 010001100011000010110100001000111010110 39 10000001 34995530 61896995774569436289 17687116601539972033 61896971015783505854
unknown 010001100011000010110100001010011010110 39 10000001 30000003 61896995774569436289 20632331924856478763 61896971015783505854
unknown 010001100011000010110100001100001101110 39 10000001 34997766 61896995774569436289 17685986575334269549 61896971015783505854
unknown 010001100011000010110100001100001111010 39 10000001 34996648 61896995774569436289 17686551570387259302 61896971015783505854
unknown 010001100011000010110100001100100111010 39 10000001 30002239 61896995774569436289 20630794243145991120 61896971015783505854
unknown 010001100011000010110100001100110001110 39 10000001 35019336 61896995774569436289 17675092972713421450 61896971015783505854
unknown 010001100011000010110100100000110111010 39 10000001 30000004 61896995774569436289 20632331237112172967 61896971015783505854
unknown 010001100011000010110100101011010001010 39 10000001 37500005 61896995774569436289 16505864989689738374 61896971015783505854
unknown 010001100011000010110100101101000001110 39 10000001 30000036 61896995774569436289 20632309229318596067 61896971015783505854
unknown 010001100100001110100001011010000110110 39 10000001 39987357 61896995774569436289 15479143061210325490 61896971015783505854
unknown 010001100100101000011000000110011110110 39 766585 320000001 807438209256233995512 1934281305338777601 807433996108332023353
unknown 010001100101100010100000011100101101010 39 71533 320000001 8652929691788267477243 1934281305338777601 8652445862178874392966
unknown 010001100101101010000001110010110110110 39 71534 320000001 8652808729313195647519 1934281305338777601 8652324913230592656345
unknown 010001100101101010000001110010111010110 39 71534 320000001 8652808729313195647519 1934281305338777601 8652324913230592656345
unknown 010001100101101010000001110011001110110 39 101178 320000001 6117634462459132790227 1934281305338777601 6117392615709218412856
unknown 010001100101101010000001110011100110110 39 9140739 320000001 67715533683074217244 1934281305338777601 67715504050676201864
unknown 010001100101101010000001110011100111010 39 10000001 109634674 61896995774569436289 5645750537304376328 61896971015783505854
unknown 010001100110000001011001110101000011010 39 1914167 320000001 323362600882101790205 1934281305338777601 323361925158562185641
unknown 010001100110000001100110011101000011010 39 2189037 320000001 282759048678798091330 1934281305338777601 282758531997660225391
unknown 010001100110000001100111010000101101010 39 1916111 320000001 323034531737822149891 1934281305338777601 323033857384702973178
unknown 010001100110000001100111010000110011010 39 1918027 320000001 322711838593872837791 1934281305338777601 322711165587360234246
unknown 010001100110000110001110000110011000110 39 10000001 33750014 61896995774569436289 18339844826218150234 61896971015783505854
unknown 010001100110001100001011001100011000110 39 10000001 32000037 61896995774569436289 19342790748732263574 61896971015783505854
unknown 010001100110011000000110011101000011010 39 1918019 320000001 322713184615319315111 1934281305338777601 322712511603192525559
unknown 010001100110011000000111001101000011010 39 126413 320000001 4896411125775751999000 1934281305338777601 4896256196893535975776
unknown 010001100110011010000001110011001110110 39 101162 320000001 6118602040713806937878 1934281305338777601 6118360117457348688785
unknown 010001100110011010000001110011100110110 39 9674333 320000001 63980640282145563674 1934281305338777601 63980613828388460879
unknown 010001100110011010000001110011100111010 39 10000001 95351114 61896995774569436289 6491481784289275713 61896971015783505854
unknown 010001100110100000010101110001011000110 39 252662 320000001 2449794664978074017659 1934281305338777601 2449755881846746841481
unknown 010001100110100000010111001011010110110 39 97 320000001 6381134223120516880923321 1934281305338777601 6128416036066238984649130
unknown 010001100110100000010111001110011101010 39 10000001 139746342 61896995774569436289 4429239511991592149 61896971015783505854
unknown 010001100110100000011001011101100110110 39 1528840 320000001 404862522986506199112 1934281305338777601 404861463722060679474
unknown 010001100110100000011001011101100111010 39 71532 320000001 8653050657645391397551 1934281305338777601 8652566814508640928338
unknown 010001100110100000011001110011100111010 39 10000001 129862558 61896995774569436289 4766347045487045908 61896971015783505854
unknown 010001100110100000011100101110011101010 39 10000001 134660715 61896995774569436289 4596515172540782496 61896971015783505854
unknown 010001100110100000011100110011100111010 39 10000001 131751236 61896995774569436289 4698020591189673071 61896971015783505854
unknown 010001100110100000011100111001011101010 39 10000001 132005033 61896995774569436289 4688988030044961524 61896971015783505854
unknown 010001100110100000011100111001100110110 39 5415323 320000001 114299741611477309378 1934281305338777601 114299657184633566441
unknown 010001100110100000011100111001100111010 39 10000001 206030499 61896995774569436289 3004264041716902009 61896971015783505854
unknown 010001100110100001011000000110011101010 39 1258670 320000001 491765132753374703020 1934281305338777601 491763569949558136142
unknown 010001100110100001011000100001100111010 39 1339323 320000001 462151415037813983222 1934281305338777601 462150034788136233683
unknown 010001100110100001100000011100101101010 39 71539 320000001 8652203967663653915341 1934281305338777601 8651720219206493122312
unknown 010001100110100001100001010110001011010 39 7732083 320000001 80052169595526863518 1934281305338777601 80052128182557973992
unknown 010001100110100001100001011000001111010 39 1927693 320000001 321093669812926714705 1934281305338777601 321093003538777171646
unknown 010001100110100001100001011000100111010 39 6472977 320000001 95623701373060670145 1934281305338777601 95623642282078402123
unknown 010001100110100001100110000001100111010 39 1918054 320000001 322707295854386861606 1934281305338777601 322706622866821617204
unknown 010001100110100100011010000001100111010 39 1918024 320000001 322712343350599438511 1934281305338777601 322711670341981523445
unknown 010001100110100100011010000001110011010 39 126420 320000001 4896140006665797638425 1934281305338777601 4895985094939965018111
unknown 010001101000000001100101111011100110110 39 50578 320000001 12237929922944563593847 1934281305338777601 12236962153388362212834
unknown 010001101000000001100101111011100111010 39 50578 320000001 12237929922944563593847 1934281305338777601 12236962153388362212834
unknown 010001101000000001111000011110011111010 39 766569 320000001 807455062287530721240 1934281305338777601 807450848963751837659
unknown 010001101000000100011010000111001111010 39 766589 320000001 807433996108332023353 1934281305338777601 807429783004397558352
unknown 010001101000000101011010010111010110110 39 90 320000001 6877444662696557082772913 1934281305338777601 6584787443007341887761300
unknown 010001101000000101011100101101011011010 39 92 320000001 6727934996116197146190893 1934281305338777601 6447604371278022265099606
unknown 010001101000000101100101110110011010110 39 54 320000001 11462407771160928471288188 1934281305338777601 10671896890391209266371761
unknown 010001101000000101100101110110011011010 39 2438 320000001 253884339476082911177015 1934281305338777601 253468476512158123443720
unknown 010001101000000101100101110110011101010 39 71524 320000001 8654018506273280821117 1934281305338777601 8653534554897244959311
unknown 010001101000000101101000010111101101110 39 8000075 320000001 77370527106644642388 1934281305338777601 77370488421763102271
unknown 010001101000000101101001010111010110110 39 62 320000001 9983387413591776410476809 1934281305338777601 9378333630949850567417608
unknown 010001101000000101101001011100110110110 39 2000046 320000001 309477891829832982567 1934281305338777601 309477272889522830655
unknown 010001101000000101101001011100111010110 39 152 320000001 4072171181859803535852383 1934281305338777601 3967756536171090624676681
unknown 010001101000000101101001011101100110110 39 1926 320000001 321375918817596125363221 1934281305338777601 320709854737145148937597
unknown 010001101000000101101001110010111010110 39 77 320000001 8038571683671300486357950 1934281305338777601 7641605180773952314192125
unknown 010001101000000101101100101110110011010 39 54 320000001 11462407771160928471288188 1934281305338777601 10671896890391209266371761
unknown 010001101000000101110000111001111010110 39 767787 320000001 806174133767164770242 1934281305338777601 806169933800591746256
unknown 010001101000000101110010101101011010110 39 60 320000001 10316166994044835624159369 1934281305338777601 9671406556917033397649408
unknown 010001101000000101110010110011011010110 39 1513782 320000001 408889800276849729651 1934281305338777601 408888719834038719773
unknown 010001101000000101110010110011101010110 39 3656 320000001 169302521784105617464323 1934281305338777601 169117491705653043019007
unknown 010001101000000101110010110100111010110 39 5517287 320000001 112187388410769665862 1934281305338777601 112187307075644575835
unknown 010001101000000101110010110110011010110 39 88 320000001 7033750223212387925563206 1934281305338777601 6727934996116197146190893
unknown 010001101000000101110011001011010110110 39 74 320000001 8364459724901218073642732 1934281305338777601 7935513072342181249353361
unknown 010001101000000101110011100011100111010 39 10000001 39984524 61896995774569436289 15480239795844265583 61896971015783505854
unknown 010001101000000101110100101110110001110 39 10000001 35000083 61896995774569436289 17684815765799473603 61896971015783505854
unknown 010001101000000101110100101110110011010 39 108 320000001 5731203885580464235644094 1934281305338777601 5526518032524019084371091
unknown 010001101000000110000101111011100110110 39 22626 320000001 27356581792746845993528 1934281305338777601 27351746338607606604047
unknown 010001101000000110000101111011100111010 39 22626 320000001 27356581792746845993528 1934281305338777601 27351746338607606604047
unknown 010001101000000110010100011010110011010 39 80 320000001 7737125245533626718119527 1934281305338777601 7368690710032025445828121
unknown 010001101000000110010101110001110110110 39 10000001 35000094 61896995774569436289 17684810207729446026 61896971015783505854
unknown 010001101000000110010101110110011010110 39 54 320000001 11462407771160928471288188 1934281305338777601 10671896890391209266371761
unknown 010001101000000110010101110110011011010 39 2438 320000001 253884339476082911177015 1934281305338777601 253468476512158123443720
unknown 010001101000000110010101110110011101010 39 71526 320000001 8653776523819172572905 1934281305338777601 8653292599506362888992
unknown 010001101000000110010110010111011011010 39 123833 320000001 4998425457210033976804 1934281305338777601 4998264005448211257133
unknown 010001101000000110010111001011010110110 39 110 320000001 5627000178569910340450565 1934281305338777601 5429561575813071381136510
unknown 010001101000000110010111011001011010110 39 48 320000001 12895208742556044530199211 1934281305338777601 11903269608513271874030041
unknown 010001101000000110010111011001011011010 39 48 320000001 12895208742556044530199211 1934281305338777601 11903269608513271874030041
unknown 010001101000000110010111011001011101010 39 10000001 140999769 61896995774569436289 4389865487245515541 61896971015783505854
unknown 010001101000000110010111011001100000110 39 16866 320000001 36699277815883442277337 1934281305338777601 36690576149537056161800
unknown 010001101000000110010111011001100110110 39 48 320000001 12895208742556044530199211 1934281305338777601 11903269608513271874030041
unknown 010001101000000110010111011001100111010 39 10000001 283332655 61896995774569436289 2184605299529241123 61896971015783505854
unknown 010001101000000110010111011001110011010 39 71528 320000001 8653534554897244959311 1934281305338777601 8653050657645391397551
unknown 010001101000000110011001011101100110110 39 1926 320000001 321375918817596125363221 1934281305338777601 320709854737145148937597
unknown 010001101000000110011001011101100111010 39 87592 320000001 7066513147806764743922 1934281305338777601 7066190461238985084360
unknown 010001101000000110011100001011110101110 39 10000001 39811845 61896995774569436289 15547383439342992958 61896971015783505854
unknown 010001101000000110011100001111001111010 39 10000001 43998197 61896995774569436289 14068076917849386816 61896971015783505854
unknown 010001101000000110011100101110110001110 39 10000001 33333462 61896995774569436289 18569028912829100604 61896971015783505854
unknown 010001101000000110011100101110110011010 39 80 320000001 7737125245533626718119527 1934281305338777601 7368690710032025445828121
unknown 010001101000000111000000111100111110110 39 765356 320000001 808734784391433708562 1934281305338777601 808730557701852902490
unknown 010001101000000111000010110000011111010 39 1927688 320000001 321094502659502023901 1934281305338777601 321093836381896141837
unknown 010001101000000111000010111001111010110 39 765356 320000001 808734784391433708562 1934281305338777601 808730557701852902490
unknown 010001101000000111000010111011001111010 39 762942 320000001 811293675853066337218 1934281305338777601 811289422374178693446
unknown 010001101000000111000011100101111010110 39 765387 320000001 808702028702721809294 1934281305338777601 808697802355515203928
unknown 010001101000000111000011100111001111010 39 762942 320000001 811293675853066337218 1934281305338777601 811289422374178693446
unknown 010001101000000111001011001011101011010 39 51 320000001 12136667051817453675481611 1934281305338777601 11254000357139820680901130
unknown 010001101000000111001011010010111010110 39 108 320000001 5731203885580464235644094 1934281305338777601 5526518032524019084371091
unknown 010001101000000111001100101110110011010 39 81 320000001 7641605180773952314192125 1934281305338777601 7282000231090472205288967
unknown 010001101000000111001110000111001111010 39 978629 320000001 632486897121064404846 1934281305338777601 632484311935822864598
unknown 010001101000010000010111000110110011010 39 75867 320000001 8158619948629709062565 1934281305338777601 8158189817488765634427
unknown 010001101000010000011001110011010011010 39 81 320000001 7641605180773952314192125 1934281305338777601 7282000231090472205288967
unknown 010001101000010000011100110001110011010 39 75870 320000001 8158297346022013146825 1934281305338777601 8157867248895407352316
unknown 010001101000010000011100111000110011010 39 75870 320000001 8158297346022013146825 1934281305338777601 8157867248895407352316
unknown 010001101000010001011000110011101000110 39 10000001 34999991 61896995774569436289 17684862251612868628 61896971015783505854
unknown 010001101000010001011010010110101000110 39 10000001 33999996 61896995774569436289 18205002719491206336 61896971015783505854
unknown 010001101000010001011010110010110001010 39 10000001 40000001 61896995774569436289 15474250104211000831 61896971015783505854
unknown 010001101000010001011101010011000001110 39 10000001 32500046 61896995774569436289 19045204417331905852 61896971015783505854
unknown 010001101000010001100000011001111011010 39 765374 320000001 808715764636230310214 1934281305338777601 808711538145452492037
unknown 010001101000010001100011000011100111010 39 10000001 37499501 61896995774569436289 16506086831467174389 61896971015783505854
unknown 010001101000010001100110001110000111010 39 10000001 35999992 61896995774569436289 17193615477544832162 61896971015783505854
unknown 010001101000010001100110001110011000110 39 10000001 36000030 61896995774569436289 17193597328743618754 61896971015783505854
unknown 010001101000010001100111000110000111010 39 10000001 37999695 61896995774569436289 16288815466615985667 61896971015783505854
unknown 010001101000010001100111010011000001110 39 10000001 35000044 61896995774569436289 17684835471712268061 61896971015783505854
unknown 010001101000010001101000000110011110110 39 765380 320000001 808709424916629827602 1934281305338777601 808705198492116555154
unknown 010001101000010001110010110001101000110 39 10000001 34999998 61896995774569436289 17684858714640216193 61896971015783505854
unknown 010001101000010001110011000110000111010 39 10000001 37999686 61896995774569436289 16288819324525211536 61896971015783505854
unknown 010001101000010001110011000110011000110 39 10000001 33333349 61896995774569436289 18569091861807529074 61896971015783505854
unknown 010001101000010001110011010011000001110 39 10000001 32500035 61896995774569436289 19045210863394151344 61896971015783505854
unknown 010001101000010010011000000110011110110 39 766586 320000001 807437155965136511037 1934281305338777601 807432942828226480191
unknown 010001101000010100101000000110011110110 39 766586 320000001 807437155965136511037 1934281305338777601 807432942828226480191
unknown 010001101000010101100000011001110101010 39 1258684 320000001 491759662983473324083 1934281305338777601 491758100214421792732
unknown 010001101000010110000001100110011101010 39 1308441 320000001 473059174729842719274 1934281305338777601 473057728557707918522
unknown 010001101000010110000001100111101100010 39 767827 320000001 806132136070612439325 1934281305338777601 806127936541621968180
unknown 010001101000010110000001110010110101010 39 71535 320000001 8652687770220034073525 1934281305338777601 8652203967663653915341
unknown 010001101000010110000101011000101101010 39 6439913 320000001 96114655530702066542 1934281305338777601 96114595831388842038
unknown 010001101000010110000101100000111101010 39 1927688 320000001 321094502659502023901 1934281305338777601 321093836381896141837
unknown 010001101000010110000101100010011101010 39 6439913 320000001 96114655530702066542 1934281305338777601 96114595831388842038
unknown 010001101000010110000110010110001011010 39 10000001 41428582 61896995774569436289 14940651834105500822 61896971015783505854
unknown 010001101000010110000110011100000111010 39 10000001 36666564 61896995774569436289 16881047802643578424 61896971015783505854
unknown 010001101000010110000111001011000101010 39 10000001 39558985 61896995774569436289 15646761908645789003 61896971015783505854
unknown 010001101000010110001000010110011011010 39 10000001 51666042 61896995774569436289 11980209740910483088 61896971015783505854
unknown 010001101000010110001000010110011101010 39 10000001 47994750 61896995774569436289 12896619310293107839 61896971015783505854
unknown 010001101000010110001000010110110001110 39 10000001 30004481 61896995774569436289 20629252665383218509 61896971015783505854
unknown 010001101000010110001000011001100111010 39 1458719 320000001 424324369287498234718 1934281305338777601 424323205737271666691
unknown 010001101000010110001001100001011101010 39 1109117 320000001 558074594152546699266 1934281305338777601 558072581479108354679
unknown 010001101000010110001001100001100111010 39 1219068 320000001 507740355454076505536 1934281305338777601 507738689464354966278
unknown 010001101000010110001100001011010001110 39 10000001 30002242 61896995774569436289 20630792180220736086 61896971015783505854
unknown 010001101000010110001100001100110001110 39 10000001 35999310 61896995774569436289 17193941207281198930 61896971015783505854
unknown 010001101000010110001100101011010001010 39 10000001 36000047 61896995774569436289 17193589209555480232 61896971015783505854
unknown 010001101000010110001100101100011000110 39 10000001 35000050 61896995774569436289 17684832440030518170 61896971015783505854
unknown 010001101000010110001100101101000001110 39 10000001 32500049 61896995774569436289 19045202659315687108 61896971015783505854
unknown 010001101000010110010110000011010011010 39 10000001 32857201 61896995774569436289 18838184653729029976 61896971015783505854
unknown 010001101000010110010110001000110011010 39 10000001 35714334 61896995774569436289 17331137118297939910 61896971015783505854
unknown 010001101000010110011000000011110011010 39 10000001 32500060 61896995774569436289 19045196213258995136 61896971015783505854
unknown 010001101000010110011000000110011101010 39 1919978 320000001 322383912546232372168 1934281305338777601 322383240906784614361
unknown 010001101000010110011001011000110100010 39 10000001 36666758 61896995774569436289 16880958486776773051 61896971015783505854
unknown 010001101000010110011001100000111000110 39 10000001 33333465 61896995774569436289 18569027241623099713 61896971015783505854
unknown 010001101000011000000100100110011110110 39 1522271 320000001 406609611325900669099 1934281305338777601 406608542899732398844
unknown 010001101000011000000101001010011110110 39 1522271 320000001 406609611325900669099 1934281305338777601 406608542899732398844
unknown 010001101000011000000101100010011110110 39 759431 320000001 815044447280516778285 1934281305338777601 815040154381467982711
unknown 010001101000011000000101100111101100010 39 764149 320000001 810012209193089485755 1934281305338777601 810007969140591134825
unknown 010001101000011000000101100111101101110 39 764149 320000001 810012209193089485755 1934281305338777601 810007969140591134825
unknown 010001101000011000000101101110011110110 39 9142911 320000001 67699447106363622861 1934281305338777601 67699417488042942262
unknown 010001101000011000000101111010011110110 39 2279443 320000001 271544416615238958575 1934281305338777601 271543940105951196694
unknown 010001101000011000000110010010011110110 39 1522271 320000001 406609611325900669099 1934281305338777601 406608542899732398844
unknown 010001101000011000000110010100101110110 39 1522271 320000001 406609611325900669099 1934281305338777601 406608542899732398844
unknown 010001101000011000000110010111101101110 39 10000001 42856875 61896995774569436289 14442724058688136675 61896971015783505854
unknown 010001101000011000000110011110010010110 39 10000001 40229063 61896995774569436289 15386140602943949688 61896971015783505854
unknown 010001101000011000000110011110011110110 39 10000001 40586590 61896995774569436289 15250604193224662074 61896971015783505854
unknown 010001101000011000000111001011110101110 39 107281 320000001 5769614560292038081763 1934281305338777601 5769399446732442908604
unknown 010001101000011000000111100110011110110 39 10000001 74999534 61896995774569436289 8252984873781884265 61896971015783505854
unknown 010001101000011000000111100111001111010 39 10000001 93999336 61896995774569436289 6584833957153592420 61896971015783505854
unknown 010001101000011000000111100111100111010 39 9591757 320000001 64531453376340761912 1934281305338777601 64531426465139210355
unknown 010001101000011000010010000110011110110 39 1522271 320000001 406609611325900669099 1934281305338777601 406608542899732398844
unknown 010001101000011000010101011000101101010 39 6338228 320000001 97656635205090466524 1934281305338777601 97656573574884942276
unknown 010001101000011000010101100010011101010 39 6338228 320000001 97656635205090466524 1934281305338777601 97656573574884942276
unknown 010001101000011000010101100011000111010 39 10000001 39115707 61896995774569436289 15824078538135336208 61896971015783505854
unknown 010001101000011000010101100110001011010 39 10000001 119987591 61896995774569436289 5158616941002591989 61896971015783505854
unknown 010001101000011000010110000000100111010 39 2402093 320000001 257679456891423495032 1934281305338777601 257679027800580133713
unknown 010001101000011000010110000011100111010 39 1835629 320000001 337197777787717527589 1934281305338777601 337197043005159602955
unknown 010001101000011000010110001001011101010 39 6338228 320000001 97656635205090466524 1934281305338777601 97656573574884942276
unknown 010001101000011000010110001001100111010 39 6357445 320000001 97361443102172356576 1934281305338777601 97361381843989647019
unknown 010001101000011000010110001100111000110 39 10000001 33333338 61896995774569436289 18569097989606985579 61896971015783505854
unknown 010001101000011000010110011000001111010 39 10000001 36658595 61896995774569436289 16884717476015928528 61896971015783505854
unknown 010001101000011000010110011000100111010 39 10000001 146025112 61896995774569436289 4238791610327202745 61896971015783505854
unknown 010001101000011000010111001011000101010 39 10000001 39702939 61896995774569436289 15590030240398327627 61896971015783505854
unknown 010001101000011000011000000110011110110 39 765365 320000001 808725274402004452059 1934281305338777601 808721047811826893237
unknown 010001101000011000011000010110001111010 39 2288327 320000001 270490196393561819378 1934281305338777601 270489723577004435744
unknown 010001101000011000011001011000100111010 39 6357842 320000001 97355363603356317671 1934281305338777601 97355302352823603694
unknown 010001101000011000011001011001100010110 39 10000001 38990895 61896995774569436289 15874732284106074956 61896971015783505854
unknown 010001101000011000011001100001100011110 39 10000001 34544725 61896995774569436289 17917931598607027193 61896971015783505854
unknown 010001101000011000011001100101100010110 39 10000001 42127604 61896995774569436289 14692742071034710103 61896971015783505854
unknown 010001101000011000011001110000110001110 39 10000001 33750203 61896995774569436289 18339742123704860011 61896971015783505854
unknown 010001101000011000011100001011100011010 39 8255015 320000001 74981089633718429034 1934281305338777601 74981053301354017169
unknown 010001101000011000011100001100110001110 39 10000001 33663379 61896995774569436289 18387043666730251217 61896971015783505854
unknown 010001101000011000011100101100000001010 39 10000001 30686578 61896995774569436289 20170708498115695320 61896971015783505854
unknown 010001101000011000011100110011001100010 39 10000001 39084526 61896995774569436289 15836702730965450047 61896971015783505854
unknown 010001101000011001000000011001111011010 39 1522271 320000001 406609611325900669099 1934281305338777601 406608542899732398844
unknown 010001101000011001001000000110011110110 39 1522271 320000001 406609611325900669099 1934281305338777601 406608542899732398844
unknown 010001101000011001011000000110011101010 39 1258964 320000001 491650293132043598904 1934281305338777601 491648731058049241482
unknown 010001101000011001011000100001011101010 39 10000001 49088962 61896995774569436289 12609148664473494825 61896971015783505854
unknown 010001101000011001011000100001100111010 39 1339623 320000001 462047919185241024863 1934281305338777601 462046539553689301164
unknown 010001101000011001011000110010110001010 39 10000001 38000069 61896995774569436289 16288655150670651084 61896971015783505854
unknown 010001101000011001100000010111101000110 39 10000001 35225773 61896995774569436289 17571509918112801597 61896971015783505854
unknown 010001101000011001100000011001011101010 39 10000001 139192788 61896995774569436289 4446854097373853432 61896971015783505854
unknown 010001101000011001100000011001100111010 39 2187361 320000001 282975704349986187671 1934281305338777601 282975186876762743050
unknown 010001101000011001100000011100101101010 39 71548 320000001 8651115609698246456220 1934281305338777601 8650631982931156885197
unknown 010001101000011001100001010110001011010 39 7709967 320000001 80281798825168789627 1934281305338777601 80281757174273435977
unknown 010001101000011001100001011000001111010 39 1926709 320000001 321257657302005719312 1934281305338777601 321256990347130131706
unknown 010001101000011001100001011000100111010 39 6456199 320000001 95872202768639897477 1934281305338777601 95872143370134138820
unknown 010001101000011001100100010110101000110 39 10000001 35000062 61896995774569436289 17684826376670136683 61896971015783505854
unknown 010001101000011001100101011000100011010 39 10000001 35000095 61896995774569436289 17684809702450525848 61896971015783505854
unknown 010001101000011001100101011000110001010 39 10000001 37777843 61896995774569436289 16384472232644149044 61896971015783505854
unknown 010001101000011001100101100000011101010 39 10000001 39089512 61896995774569436289 15834682705752124444 61896971015783505854
unknown 010001101000011001100101100001100011010 39 10000001 35135187 61896995774569436289 17616813015473352610 61896971015783505854
unknown 010001101000011001100110000001100111010 39 1916154 320000001 323027282589337880698 1934281305338777601 323026608266484359562
unknown 010001101001000101101010000001100111010 39 1916114 320000001 323034025972718813938 1934281305338777601 323033351621711260711
unknown 010001101001000110011010000001100111010 39 1918027 320000001 322711838593872837791 1934281305338777601 322711165587360234246
unknown 010001101001000110100000010110011101010 39 1914170 320000001 323362094089182328346 1934281305338777601 323361418367760787395
unknown 010001101001000110100000011001100111010 39 2189038 320000001 282758919508336601489 1934281305338777601 282758402827670797294
unknown 010001101001001000011000000110011110110 39 766586 320000001 807437155965136511037 1934281305338777601 807432942828226480191
unknown 010010000100011010000110000111100111010 39 766577 320000001 807446635683943214380 1934281305338777601 807442422448104163096
unknown 010010010001011010100000011100101101010 39 71533 320000001 8652929691788267477243 1934281305338777601 8652445862178874392966
unknown 010010010001101000011000000110011110110 39 765361 320000001 808729501036360798956 1934281305338777601 808725274402004452059
unknown 010100011010000110000001100111101100010 39 765362 320000001 808728444373629912969 1934281305338777601 808724217750318328029
unknown 010100100001011010100000011100101101010 39 71533 320000001 8652929691788267477243 1934281305338777601 8652445862178874392966
unknown 010100100001101000011000000110011110110 39 765361 320000001 808729501036360798956 1934281305338777601 808725274402004452059
unknown 0000000001000110001100001011010000110110 40 10000001 39993683 30948497887284718145 7738347324034774910 30948485507891752927
unknown 0000000100010101101010100000011100110110 40 151648 320000001 2040811681138854905603 967140652669388801 2040757852328654213099
unknown 0000000100010110011010100000011100110110 40 151664 320000001 2040596382934282814147 967140652669388801 2040542565480820401963
unknown 0000000100010110101000000101110100111010 40 1523487 320000001 203142534082237044836 967140652669388801 203142000721596037473
unknown 0000000100010110101000000111001011010110 40 71532 320000001 4326525328822695698776 967140652669388801 4326283407254320464169
unknown 0000000100010110101000000111001011011010 40 71532 320000001 4326525328822695698776 967140652669388801 4326283407254320464169
unknown 0000000100010110101000000111001011101010 40 71532 320000001 4326525328822695698776 967140652669388801 4326283407254320464169
unknown 0000000100010110110100000011100101101010 40 71530 320000001 4326646299753181444496 967140652669388801 4326404364656597823760
unknown 0000000100011010000001011010010111010110 40 90 320000001 3438722331348278541386457 967140652669388801 3292393721503670943880650
unknown 0000000100011010000001100101110110011010 40 54 320000001 5731203885580464235644094 967140652669388801 5335948445195604633185881
unknown 0000000100011010000001110000111001111010 40 766573 320000001 403725424481875918830 967140652669388801 403723317841971607190
unknown 0000010000011100011100001011010000110110 40 10000001 39993682 30948497887284718145 7738347517524019638 30948485507891752927
unknown 0000010001011000110100001011010000110110 40 10000001 39993682 30948497887284718145 7738347517524019638 30948485507891752927
unknown 0000010001011010100000010101101000111010 40 75872 320000001 4079041145894995106559 967140652669388801 4078826108668684020307
unknown 0000010001011010100000010110110000110110 40 10000001 39995530 30948497887284718145 7737989965912317420 30948485507891752927
unknown 0000010001011010100000010111010000110110 40 10000001 39995530 30948497887284718145 7737989965912317420 30948485507891752927
unknown 0000010001011010100000011001011000111010 40 53640 320000001 5769668341188386814407 967140652669388801 5769238122089051314682
unknown 0000010001011011010000001011010000110110 40 10000001 39993679 30948497887284718145 7738348097991811875 30948485507891752927
unknown 0000010001100011000010101101000011011010 40 10000001 39996843 30948497887284718145 7737735946343191855 30948485507891752927
unknown 0000010001100110001100001011010000110110 40 10000001 39993683 30948497887284718145 7738347324034774910 30948485507891752927
unknown 0000010001101000000101011100010110011010 40 88508 320000001 3496689675750723874958 967140652669388801 3496531654706085827061
unknown 0000010001101000000101110011011001110110 40 4876 320000001 63471084869020727794254 967140652669388801 63419059389619891132128
unknown 0000010001101000000110010111011001100010 40 19124 320000001 16183068909294345781468 967140652669388801 16179684745992527641405
unknown 0000010001101000000110010111011001101110 40 22626 320000001 13678290896373422996764 967140652669388801 13675873169303803302024
unknown 0000010001101000000110010111011001111010 40 22626 320000001 13678290896373422996764 967140652669388801 13675873169303803302024
unknown 0000010001101000000111001100101110110110 40 87596 320000001 3533095230619492542180 967140652669388801 3532933902070149186356
unknown 0000010001101000010000011100110110011010 40 75870 320000001 4079148673011006573413 967140652669388801 4078933624447703676158
unknown 0000010001101000010000011100111010011010 40 75870 320000001 4079148673011006573413 967140652669388801 4078933624447703676158
unknown 0000010001101000010001011010011101000110 40 10000001 34999993 30948497887284718145 8842430620524554640 30948485507891752927
unknown 0000010001101000010001101001011000001010 40 10000001 34999995 30948497887284718145 8842430115242732713 30948485507891752927
unknown 0000010001101000010001110010110101000110 40 10000001 35000000 30948497887284718145 8842428852038430535 30948485507891752927
unknown 0000010001101000010001110011010011000110 40 10000001 36666663 30948497887284718145 8440501111904976702 30948485507891752927
unknown 0000010001101000010110000001110011011010 40 151675 320000001 2040448391767562674962 967140652669388801 2040394582119773130920
